geometry,elevation,chainage
POINT (620283.8996254071 5471067.407587502),190.7949371,1034599.325
POINT (620272.432167779 5471058.221491587),189.8120728,1034614.018
POINT (620260.4663160195 5471050.677413744),189.4910736,1034628.193
POINT (620247.9394911373 5471045.506622755),189.6920166,1034641.761
POINT (620235.0724160477 5471042.63791281),189.5802002,1034654.958
POINT (620222.0577662856 5471041.804332383),189.1864624,1034668.018
POINT (620209.0114524055 5471042.396096432),188.7701721,1034681.078
POINT (620195.9651425212 5471042.987891502),188.6681824,1034694.137
POINT (620182.9188366327 5471043.579717594),188.4120789,1034707.197
POINT (620169.8725347384 5471044.171574709),188.1679535,1034720.257
POINT (620156.8262368416 5471044.763462849),188.0618134,1034733.316
POINT (620143.7799429408 5471045.35538201),187.8205719,1034746.376
POINT (620130.7336530359 5471045.947332197),187.3835144,1034759.436
POINT (620117.687367127 5471046.539313405),187.2098541,1034772.496
POINT (620104.6410852141 5471047.131325636),187.4991302,1034785.555
POINT (620091.5948072954 5471047.723368891),187.7164764,1034798.615
POINT (620078.5485333743 5471048.315443168),186.8829041,1034811.675
POINT (620065.5022634495 5471048.907548469),186.7704773,1034824.734
POINT (620052.4559975206 5471049.499684793),186.7701569,1034837.794
POINT (620039.4097355877 5471050.091852139),186.5288391,1034850.854
POINT (620026.3634776509 5471050.684050508),185.9179535,1034863.913
POINT (620013.3172237085 5471051.276279901),185.4755096,1034876.973
POINT (620000.2709737639 5471051.868540318),185.0402679,1034890.033
POINT (619987.2247278155 5471052.460831757),185.0504608,1034903.093
POINT (619974.1784858633 5471053.053154219),185.022049,1034916.152
POINT (619961.1322479072 5471053.645507703),185.2014008,1034929.212
POINT (619948.0860139474 5471054.23789221),185.3818817,1034942.272
POINT (619935.039783982 5471054.830307741),185.2136688,1034955.331
POINT (619921.9935580145 5471055.422754295),184.6108093,1034968.391
POINT (619908.9473360433 5471056.015231872),184.7224579,1034981.451
POINT (619895.9011180685 5471056.60774047),184.7910156,1034994.51
POINT (619882.8628190706 5471057.536538121),185.4007721,1035007.59
POINT (619869.865131177 5471059.575482407),185.64328,1035020.757
POINT (619856.9508515631 5471062.746256294),186.3699646,1035034.065
POINT (619844.1684732125 5471067.093676628),186.5808105,1035047.574
POINT (619831.5667048239 5471072.609629646),186.6604004,1035061.339
POINT (619819.2173136213 5471079.400559258),186.9907837,1035075.438
POINT (619807.3170575772 5471087.877606872),188.5603943,1035090.075
POINT (619796.0174869834 5471098.193254821),189.7524109,1035105.375
POINT (619784.7179586227 5471108.508925552),191.4087219,1035120.675
POINT (619773.4184724932 5471118.82461907),191.6401978,1035135.975
POINT (619762.1190285952 5471129.14033537),192.5101624,1035151.275
POINT (619750.8196269285 5471139.456074456),192.9698639,1035166.575
POINT (619739.5202674936 5471149.771836324),198.2536163,1035181.875
POINT (619728.2209502883 5471160.087620975),202.7728882,1035197.175
POINT (619716.9216753168 5471170.403428413),205.7673798,1035212.475
POINT (619705.6224425772 5471180.719258633),207.9887543,1035227.775
POINT (619694.3232520693 5471191.035111635),209.5897675,1035243.075
POINT (619682.825785479 5471200.810736363),210.9497833,1035258.167
POINT (619671.3217999345 5471210.568514792),214.8768768,1035273.252
POINT (619659.8178552082 5471220.326316863),222.5765228,1035288.337
POINT (619648.3139512965 5471230.084142581),230.3138123,1035303.422
POINT (619636.8100882012 5471239.841991944),237.9160004,1035318.507
POINT (619625.3062659242 5471249.599864951),243.242981,1035333.592
POINT (619613.9214694675 5471259.681674244),246.1895599,1035348.801
POINT (619602.6262216546 5471270.007170395),248.0522003,1035364.105
POINT (619591.3310160954 5471280.332689316),248.7719879,1035379.408
POINT (619580.0358527936 5471290.658231005),249.4888153,1035394.712
POINT (619568.7407317476 5471300.983795462),250.1777954,1035410.015
POINT (619557.4456529573 5471311.309382688),250.6485901,1035425.319
POINT (619545.7648196376 5471320.472359786),250.6930695,1035440.199
POINT (619533.6212020626 5471328.116495636),249.7305756,1035454.553
POINT (619521.2674404669 5471334.83430567),249.1371002,1035468.641
POINT (619508.483770754 5471339.110440514),247.8310089,1035482.144
POINT (619495.4975237527 5471341.37135708),247.493927,1035495.33
POINT (619482.4784435753 5471343.039926237),248.2549286,1035508.456
POINT (619469.4593724648 5471344.708526215),245.759552,1035521.582
POINT (619456.4403104177 5471346.377157011),246.8403931,1035534.707
POINT (619443.4212574357 5471348.045818626),250.3002014,1035547.833
POINT (619430.4022135208 5471349.714511061),254.1215973,1035560.958
POINT (619417.3831786693 5471351.383234314),255.1697845,1035574.084
POINT (619404.3641528829 5471353.051988386),255.998764,1035587.209
POINT (619391.3451361638 5471354.720773276),256.2525635,1035600.335
POINT (619378.326128508 5471356.389588987),256.4316101,1035613.46
POINT (619365.3071299175 5471358.058435517),257.461792,1035626.586
POINT (619352.2881403943 5471359.727312866),257.9938049,1035639.711
POINT (619339.2691599345 5471361.396221034),257.7924194,1035652.837
POINT (619326.5385413769 5471366.038459918),258.321167,1035666.417
POINT (619313.8342665582 5471370.952129543),256.8724365,1035680.038
POINT (619301.1300153561 5471375.865828303),255.0106506,1035693.66
POINT (619288.4257877764 5471380.779556202),254.281189,1035707.281
POINT (619275.721583817 5471385.693313236),255.0499878,1035720.902
POINT (619263.0174034765 5471390.607099408),259.5343018,1035734.524
POINT (619250.3132467583 5471395.520914716),259.6025696,1035748.145
POINT (619237.6091136608 5471400.434759161),259.8221741,1035761.766
POINT (619224.6841117953 5471402.429081591),258.9809875,1035775.02
POINT (619211.6381172932 5471402.824177538),257.6134644,1035788.072
POINT (619198.592125844 5471403.219304528),256.0421448,1035801.124
POINT (619185.5461374474 5471403.614462556),256.3028259,1035814.176
POINT (619172.5001521017 5471404.009651626),255.9897919,1035827.228
POINT (619159.4541698107 5471404.404871736),254.5698242,1035840.28
POINT (619146.4081905724 5471404.800122887),253.2466431,1035853.332
POINT (619133.362214387 5471405.195405075),251.5989685,1035866.384
POINT (619120.3162412544 5471405.590718305),251.3005676,1035879.436
POINT (619107.2702711729 5471405.986062576),252.3851624,1035892.488
POINT (619094.224304146 5471406.381437886),252.7710419,1035905.54
POINT (619081.178340172 5471406.776844238),250.9021912,1035918.592
POINT (619068.132379251 5471407.17228163),251.6821899,1035931.644
POINT (619055.0864213828 5471407.567750061),253.1212311,1035944.695
POINT (619042.0404665659 5471407.963249533),252.6631012,1035957.747
POINT (619028.9945148036 5471408.358780044),251.7969818,1035970.799
POINT (619015.9485659291 5471408.753981774),250.5815582,1035983.851
POINT (619002.9026199857 5471409.148951991),246.5315857,1035996.903
POINT (618989.8566770905 5471409.543953251),247.684021,1036009.955
POINT (618976.8107372473 5471409.938985551),243.1607208,1036023.007
POINT (618963.7648004525 5471410.334048889),241.1811981,1036036.059
POINT (618950.7188667095 5471410.729143269),239.8812714,1036049.111
POINT (618937.6729360148 5471411.124268687),238.3129272,1036062.163
POINT (618924.6270083722 5471411.519425148),237.1212006,1036075.215
POINT (618911.5810837778 5471411.914612647),235.7998505,1036088.267
POINT (618898.5351622357 5471412.309831187),235.9007111,1036101.319
POINT (618885.4892437417 5471412.705080768),235.610611,1036114.37
POINT (618872.4433282999 5471413.100361389),234.7020874,1036127.422
POINT (618859.3974159067 5471413.495673048),232.9480438,1036140.474
POINT (618846.3515065653 5471413.89101575),234.2625122,1036153.526
POINT (618833.3056002726 5471414.286389491),236.0884552,1036166.578
POINT (618820.2596970319 5471414.681794272),236.9417877,1036179.63
POINT (618807.2137968398 5471415.077230093),236.3129425,1036192.682
POINT (618794.1678997 5471415.472696954),234.480484,1036205.734
POINT (618781.1220056086 5471415.868194856),231.9069519,1036218.786
POINT (618768.0761145694 5471416.263723797),231.5425568,1036231.837
POINT (618755.0302265789 5471416.659283778),230.7115784,1036244.889
POINT (618741.9843416406 5471417.0548748),231.1466522,1036257.941
POINT (618728.938459751 5471417.450496862),232.4894562,1036270.993
POINT (618715.8925809136 5471417.846149962),236.0943451,1036284.045
POINT (618702.8751383619 5471417.118993434),237.8775482,1036300.34
POINT (618689.8692453395 5471415.93563848),237.4991302,1036313.4
POINT (618676.8633478481 5471414.752314496),237.9004059,1036326.459
POINT (618663.8574458915 5471413.569021482),237.6291809,1036339.519
POINT (618651.0227989546 5471410.801672255),235.8709717,1036352.758
POINT (618638.3848393027 5471406.214919519),234.3708191,1036366.202
POINT (618625.7468593752 5471401.628196306),232.7502289,1036379.647
POINT (618613.1088591719 5471397.041502615),231.662262,1036393.091
POINT (618600.4708386931 5471392.454838448),230.7112274,1036406.536
POINT (618587.4747621125 5471391.720939508),230.389801,1036419.621
POINT (618574.4357946859 5471391.44859642),230.2251587,1036432.663
POINT (618561.3968271301 5471391.176284388),229.8397827,1036445.704
POINT (618548.3578594449 5471390.904003415),228.5003967,1036458.746
POINT (618535.3294508506 5471391.514317271),227.9397583,1036471.828
POINT (618522.3148126131 5471393.275054419),228.2399292,1036484.961
POINT (618509.3867110889 5471396.166475997),229.9416351,1036498.239
POINT (618496.5147192616 5471399.790901212),232.6969147,1036511.612
POINT (618483.6427454455 5471403.415356426),235.7494812,1036524.984
POINT (618470.7707896389 5471407.039841636),238.5597534,1036538.357
POINT (618457.8988518455 5471410.664356844),241.6239471,1036551.729
POINT (618445.0269320654 5471414.28890205),244.4342651,1036565.102
POINT (618432.1550302949 5471417.91347725),246.8411865,1036578.474
POINT (618419.2831465357 5471421.538082452),248.1742401,1036591.847
POINT (618406.4112807864 5471425.162717648),248.9431458,1036605.219
POINT (618393.5394330503 5471428.787382843),246.8739471,1036618.592
POINT (618380.6676033258 5471432.412078035),242.09935,1036631.964
POINT (618367.7957916147 5471436.036803224),237.5739594,1036645.337
POINT (618354.9239979134 5471439.66155841),234.4609985,1036658.709
POINT (618342.0421264552 5471443.190550734),234.3152771,1036672.066
POINT (618329.1536691228 5471446.65691808),236.1573334,1036685.412
POINT (618316.2652290945 5471450.123315507),237.2921448,1036698.759
POINT (618303.3768063702 5471453.589743019),237.9970245,1036712.105
POINT (618290.4884009517 5471457.056200619),238.7101593,1036725.452
POINT (618277.5862132381 5471460.345724323),238.1921082,1036738.775
POINT (618264.5748707673 5471462.00129453),237.0548859,1036751.909
POINT (618251.5292067161 5471462.331179978),235.8264771,1036764.959
POINT (618238.4835454002 5471462.66109647),233.8587494,1036778.008
POINT (618225.4378868178 5471462.991044006),231.829071,1036791.058
POINT (618212.3922309689 5471463.321022589),230.0039978,1036804.108
POINT (618199.3465778535 5471463.651032215),228.7209167,1036817.158
POINT (618186.30092747 5471463.981072885),228.4047852,1036830.208
POINT (618173.2552798218 5471464.3111446),227.7017975,1036843.258
POINT (618160.2096349072 5471464.64124736),226.1558533,1036856.307
POINT (618147.1639927262 5471464.971381162),224.1156158,1036869.357
POINT (618134.1183532788 5471465.301546012),221.8739929,1036882.407
POINT (618121.0727165634 5471465.631741904),220.3639526,1036895.457
POINT (618108.0270825833 5471465.961968842),218.8762207,1036908.507
POINT (618094.9814513351 5471466.292226824),216.8584747,1036921.557
POINT (618081.9358228225 5471466.622515852),214.8447723,1036934.606
POINT (618068.8901970435 5471466.952835921),213.8358612,1036947.656
POINT (618055.8445739985 5471467.283187037),211.6336975,1036960.706
POINT (618042.7989536872 5471467.613569197),210.3715363,1036973.756
POINT (618029.7533361096 5471467.9439824),209.4778595,1036986.806
POINT (618016.7147883516 5471468.700869335),208.5484619,1036999.877
POINT (618003.6788960033 5471469.624971205),207.5717621,1037012.957
POINT (617990.6332701682 5471469.969794682),206.5723572,1037026.007
POINT (617977.5876471369 5471470.314649202),205.4220428,1037039.057
POINT (617964.5420269074 5471470.659534765),203.9604034,1037052.108
POINT (617951.4964094782 5471471.004451375),202.6736755,1037065.158
POINT (617938.4507948509 5471471.349399026),201.5421448,1037078.208
POINT (617925.4051830255 5471471.694377719),200.3603821,1037091.258
POINT (617912.3595740041 5471472.039387455),199.0151215,1037104.308
POINT (617899.3139677827 5471472.384428237),197.8762207,1037117.359
POINT (617886.2683643633 5471472.729500062),196.952774,1037130.409
POINT (617873.2227637479 5471473.074602928),195.776001,1037143.459
POINT (617860.1771659327 5471473.419736839),194.3950195,1037156.509
POINT (617847.1315709195 5471473.764901795),192.5507965,1037169.559
POINT (617834.0859787104 5471474.110097792),190.8691559,1037182.609
POINT (617821.0403893035 5471474.455324833),188.5778351,1037195.66
POINT (617807.9948026966 5471474.800582917),185.6241302,1037208.71
POINT (617794.9492188921 5471475.145872045),182.3409576,1037221.76
POINT (617781.9036378898 5471475.491192217),179.3091583,1037234.81
POINT (617768.8580596915 5471475.836543431),173.6151428,1037247.86
POINT (617755.8124842936 5471476.181925689),168.4454346,1037260.91
POINT (617742.7669116979 5471476.52733899),161.220108,1037273.96
POINT (617729.7213419063 5471476.872783334),153.799881,1037287.01
POINT (617716.6757749153 5471477.218258721),148.8610077,1037300.061
POINT (617704.0230121484 5471475.864475035),146.4766083,1037313.498
POINT (617693.9026585039 5471463.555244205),144.3947296,1037329.434
POINT (617683.782322993 5471451.245909737),142.9073944,1037345.369
POINT (617673.6619411074 5471438.936594902),141.4780426,1037361.305
POINT (617663.5415128485 5471426.627299704),140.4336548,1037377.24
POINT (617653.421038213 5471414.318024138),140.1496429,1037393.176
POINT (617643.1912339212 5471402.265614998),140.2511139,1037409.01
POINT (617631.63842301 5471393.322572274),140.5506439,1037423.62
POINT (617620.0855744584 5471384.379554626),140.3554993,1037438.23
POINT (617608.5326882699 5471375.43656205),140.0719147,1037452.84
POINT (617596.9797644411 5471366.493594549),136.2777863,1037467.45
POINT (617587.1491386461 5471354.539096554),131.1229095,1037483.395
POINT (617579.7919246632 5471338.259702617),131.9343109,1037501.26
POINT (617571.0158333363 5471323.908293492),130.8743896,1037518.169
POINT (617561.3758252119 5471310.730767072),130.2488861,1037534.496
POINT (617551.7357695184 5471297.553258599),131.4993134,1037550.824
POINT (617542.0956662544 5471284.375768073),133.1898956,1037567.151
POINT (617531.6929793174 5471272.806047251),133.4438934,1037582.807
POINT (617520.1987645221 5471263.862631689),135.837265,1037597.463
POINT (617507.7536363647 5471258.230444644),138.1713562,1037611.124
POINT (617495.308483353 5471252.59828632),141.1978455,1037624.784
POINT (617482.4431558126 5471249.664221597),140.0957031,1037637.981
POINT (617469.5750241487 5471246.748112989),140.2940216,1037651.176
POINT (617456.6276085911 5471245.505805889),142.5896606,1037664.312
POINT (617443.5842374916 5471246.289582663),144.0409393,1037677.379
POINT (617430.5408712726 5471247.073390438),148.276474,1037690.446
POINT (617417.4975099304 5471247.85722921),148.0991669,1037703.567
POINT (617404.4541534688 5471248.641098979),145.9695435,1037716.835
POINT (617391.5501061175 5471247.201048296),143.0688934,1037730.121
POINT (617378.8037994566 5471243.327896353),140.5330658,1037743.447
POINT (617366.6862545013 5471236.277683679),139.1242828,1037757.467
POINT (617354.5686788468 5471229.22749837),137.316925,1037771.486
POINT (617341.933338315 5471226.037626739),134.8843689,1037784.958
POINT (617328.8919560758 5471225.875231482),130.4654999,1037798
POINT (617315.8505742224 5471225.71286728),122.7936401,1037811.042
POINT (617302.8091927475 5471225.550534141),118.2849503,1037824.085
POINT (617289.7678116566 5471225.38823206),117.5718231,1037837.127
POINT (617277.0022223446 5471228.897971334),117.2438507,1037850.625
POINT (617264.379239548 5471234.30618243),117.1353073,1037864.357
POINT (617252.3477503522 5471242.32527079),114.0804825,1037878.839
POINT (617240.373690582 5471250.597730608),110.2336502,1037893.392
POINT (617228.3996671813 5471258.870216136),105.9900436,1037907.946
POINT (617215.7083034951 5471263.792515574),100.5026398,1037921.578
POINT (617202.9814343147 5471268.548921816),98.25190735,1037935.165
POINT (617190.1401266669 5471272.296086554),96.60327911,1037948.578
POINT (617177.1895988882 5471275.080081886),95.0512619,1037961.824
POINT (617164.2390853148 5471277.864107638),93.2556839,1037975.07
POINT (617151.2885859467 5471280.648163813),92.44536591,1037988.317
POINT (617138.6101842007 5471278.485243125),93.26525116,1038001.776
POINT (617126.1063816121 5471273.147503829),93.80000305,1038015.371
POINT (617113.6025554315 5471267.809793495),93.75055695,1038028.936
POINT (617101.098705663 5471262.472112121),91.91504669,1038042.456
POINT (617088.5948323044 5471257.134459712),88.26060486,1038055.976
POINT (617076.0909353542 5471251.796836264),83.71226501,1038069.496
POINT (617063.587014816 5471246.45924178),82.84409332,1038083.016
POINT (617050.7925011081 5471243.144732757),81.92060089,1038100.428
POINT (617037.8839243929 5471240.624316623),80.25067902,1038113.581
POINT (617024.9753368691 5471238.103931102),78.68081665,1038126.733
POINT (617012.0667385389 5471235.583576191),77.15766144,1038139.885
POINT (616999.1581294041 5471233.063251894),76.03561401,1038153.038
POINT (616986.249509461 5471230.542958208),75.12960052,1038166.19
POINT (616973.3408787114 5471228.022695134),74.16252136,1038179.342
POINT (616960.4322371554 5471225.502462674),72.20787048,1038192.495
POINT (616947.5235847931 5471222.982260824),70.67301178,1038205.647
POINT (616934.6149216262 5471220.462089587),70.45788574,1038218.8
POINT (616921.7062476511 5471217.941948964),69.93655396,1038231.952
POINT (616908.7975628698 5471215.421838951),70.17782593,1038245.104
POINT (616895.8888672822 5471212.901759552),69.90433502,1038258.257
POINT (616882.9801608901 5471210.381710764),70.52063751,1038271.409
POINT (616870.0714436901 5471207.861692589),71.12401581,1038284.561
POINT (616857.1627156838 5471205.341705025),71.62453461,1038297.714
POINT (616844.2539768714 5471202.821748074),72.09599304,1038310.866
POINT (616831.3452272528 5471200.301821736),72.66543579,1038324.019
POINT (616818.4405376702 5471197.739822824),73.60182953,1038337.175
POINT (616805.5398585497 5471195.136260999),75.41022491,1038350.336
POINT (616792.9928541153 5471190.228512109),77.69909668,1038363.886
POINT (616780.5864492733 5471184.408505958),79.60192108,1038377.59
POINT (616768.6873319651 5471176.561470985),82.14156342,1038391.843
POINT (616756.7881809004 5471168.714462479),85.08019257,1038406.097
POINT (616744.8889960774 5471160.867480442),88.01038361,1038420.351
POINT (616732.989777496 5471153.020524872),90.73513031,1038434.604
POINT (616721.0905251546 5471145.173595766),93.59294891,1038448.858
POINT (616709.191239057 5471137.326693128),94.02610779,1038463.112
POINT (616697.2919192013 5471129.479816958),96.8369751,1038477.365
POINT (616685.3925655877 5471121.632967256),100.8942337,1038491.619
POINT (616673.4931782142 5471113.786144019),103.1088028,1038505.873
POINT (616661.0703000643 5471108.181515298),104.7315979,1038519.556
POINT (616648.4906629008 5471103.248275378),106.2889023,1038533.068
POINT (616635.9110039126 5471098.315064731),108.1281738,1038546.581
POINT (616623.3313230959 5471093.381883359),111.4574203,1038560.093
POINT (616610.7516204529 5471088.448731259),113.2825699,1038573.605
POINT (616598.1718959834 5471083.515608435),114.1292572,1038587.118
POINT (616585.5921496893 5471078.582514885),115.6987991,1038600.63
POINT (616572.9261526146 5471074.165457066),115.8738098,1038614.047
POINT (616560.2381143122 5471069.880211711),115.9873276,1038627.439
POINT (616547.5500570668 5471065.594996077),115.8422165,1038640.831
POINT (616534.8619808822 5471061.309810163),115.9372787,1038654.223
POINT (616522.1738857548 5471057.02465397),115.827446,1038667.615
POINT (616509.4857716864 5471052.739527497),116.1540909,1038681.008
POINT (616496.8456163126 5471048.161933719),118.1801147,1038694.453
POINT (616484.2354276839 5471043.401550335),123.2944107,1038707.932
POINT (616471.6252179908 5471038.641196349),129.4263306,1038721.411
POINT (616459.0567029677 5471033.646109523),135.3775635,1038734.936
POINT (616446.4984208777 5471028.593339273),139.3033447,1038748.473
POINT (616433.9401164384 5471023.540598204),142.3260956,1038762.009
POINT (616421.3599311294 5471018.611721181),144.7333832,1038775.522
POINT (616408.7383860192 5471013.91706823),146.4862518,1038788.988
POINT (616396.1168201359 5471009.222444724),147.1372833,1038802.454
POINT (616383.4952334794 5471004.527850665),148.1812592,1038815.921
POINT (616370.8736260515 5470999.833286053),149.460907,1038829.387
POINT (616358.2519978486 5470995.138750886),151.0562744,1038842.854
POINT (616345.6303488727 5470990.444245164),152.5163269,1038856.32
POINT (616333.0086791257 5470985.749768889),153.9415741,1038869.786
POINT (616320.3869886039 5470981.055322058),155.2864838,1038883.253
POINT (616307.765277309 5470976.360904676),156.4293976,1038896.719
POINT (616295.1435452413 5470971.666516738),157.204483,1038910.186
POINT (616282.5217924007 5470966.972158248),157.8091431,1038923.652
POINT (616269.9000187892 5470962.277829203),157.6974335,1038937.119
POINT (616257.278224403 5470957.583529605),156.9226685,1038950.585
POINT (616244.6127840258 5470953.157949243),156.3251648,1038964.003
POINT (616231.9202060052 5470948.899422371),155.1501465,1038977.391
POINT (616219.2276091597 5470944.640925236),153.3985443,1038990.779
POINT (616206.5349934928 5470940.382457837),150.8804779,1039004.167
POINT (616193.8423590007 5470936.124020178),149.3204346,1039017.555
POINT (616181.1497056875 5470931.865612256),148.3617554,1039030.943
POINT (616168.4570335513 5470927.607234071),148.381424,1039044.331
POINT (616155.7841067011 5470923.232526277),146.6515808,1039057.741
POINT (616143.2370338433 5470918.116770812),142.397583,1039071.291
POINT (616130.6899383547 5470913.001044485),139.382309,1039084.841
POINT (616118.1428202336 5470907.885347292),137.3985291,1039098.391
POINT (616105.4678608048 5470903.786285569),135.8578644,1039111.803
POINT (616092.4916307575 5470902.083311994),133.926178,1039124.89
POINT (616079.479643872 5470903.130178164),131.6906738,1039138.008
POINT (616066.4598048708 5470904.781622217),129.3016205,1039151.132
POINT (616053.439974823 5470906.433097094),126.8328934,1039164.256
POINT (616040.7678623371 5470911.076673445),123.4820175,1039177.9
POINT (616028.254013601 5470917.081939418),119.6389313,1039191.78
POINT (616015.7401929423 5470923.087233604),115.3480606,1039205.66
POINT (616003.2264003612 5470929.092556002),111.7151413,1039219.54
POINT (615990.7126358575 5470935.097906612),108.1369781,1039233.421
POINT (615978.1988994313 5470941.103285435),104.099411,1039247.301
POINT (615965.6851910827 5470947.10869247),99.83224487,1039261.181
POINT (615953.1715108114 5470953.114127717),95.4568634,1039275.061
POINT (615940.6578586181 5470959.119591177),90.82028198,1039288.941
POINT (615928.1442345023 5470965.12508285),86.45975494,1039302.821
POINT (615915.6306384645 5470971.130602734),83.6437912,1039316.701
POINT (615903.1170705043 5470977.136150831),82.95211792,1039330.581
POINT (615890.603530622 5470983.141727142),82.52993011,1039344.461
POINT (615877.7717206927 5470986.87637662),82.31960297,1039357.883
POINT (615864.8356903864 5470988.610783952),82.29272461,1039371.119
POINT (615851.8798726122 5470986.629318141),82.32196808,1039384.226
POINT (615839.3255933934 5470981.834301596),82.57994843,1039397.77
POINT (615826.9167126648 5470976.020363908),82.70005035,1039411.474
POINT (615814.5078062948 5470970.206454783),82.68495941,1039425.177
POINT (615802.0988742876 5470964.392574221),82.79723358,1039438.881
POINT (615789.6899166391 5470958.578722221),82.79446411,1039452.584
POINT (615777.2809333532 5470952.764898784),83.77094269,1039466.287
POINT (615764.718325341 5470947.892781822),85.3981781,1039479.821
POINT (615751.8770833982 5470944.728822134),86.09867859,1039493.046
POINT (615739.0358276333 5470941.564892787),87.24551392,1039506.271
POINT (615726.1945580505 5470938.400993784),88.77919769,1039519.497
POINT (615713.3532746475 5470935.237125122),88.92549896,1039532.722
POINT (615700.5119774229 5470932.073286804),87.88777924,1039545.947
POINT (615687.6706663783 5470928.909478826),87.18513489,1039559.173
POINT (615674.8293415138 5470925.745701192),86.34366608,1039572.398
POINT (615661.9880028313 5470922.581953897),85.24435425,1039585.623
POINT (615649.1466503273 5470919.418236946),84.50937653,1039598.849
POINT (615636.3052840052 5470916.254550338),84.0266571,1039612.074
POINT (615623.4639038633 5470913.09089407),83.8418045,1039625.299
POINT (615610.6225098999 5470909.927268146),83.61390686,1039638.525
POINT (615597.7811021168 5470906.763672562),83.46585846,1039651.75
POINT (615584.9270426279 5470903.717089904),82.1114502,1039664.962
POINT (615572.0292145095 5470901.075567861),82.27366638,1039678.128
POINT (615559.131375002 5470898.434076387),81.26511383,1039691.293
POINT (615546.3897733747 5470894.529494999),81.18000031,1039704.628
POINT (615533.7972110882 5470889.745852072),81.00058746,1039718.128
POINT (615521.4108822769 5470883.824226357),80.92747498,1039731.857
POINT (615509.0245273694 5470877.902629107),80.80740356,1039745.586
POINT (615496.6381463655 5470871.981060326),80.75899506,1039759.315
POINT (615484.2517392654 5470866.059520012),80.42301178,1039773.044
POINT (615471.8653060691 5470860.138008163),80.05432129,1039786.773
POINT (615459.4788467768 5470854.216524784),79.63008881,1039800.502
POINT (615447.0923613883 5470848.295069871),77.85520172,1039814.231
POINT (615434.7058499038 5470842.373643426),78.97058105,1039827.961
POINT (615422.3193123234 5470836.452245446),78.5460968,1039841.69
POINT (615409.9327486469 5470830.530875936),75.3451767,1039855.419
POINT (615397.5461588748 5470824.609534892),70.17429352,1039869.148
POINT (615385.1595430067 5470818.688222315),64.5957489,1039882.877
POINT (615372.7729010429 5470812.766938207),61.99753571,1039896.606
POINT (615360.3862329834 5470806.845682565),61.93450165,1039910.336
POINT (615347.8659128763 5470801.611462247),61.72468185,1039923.916
POINT (615335.2653436291 5470796.789739153),61.82081985,1039937.408
POINT (615322.6647530373 5470791.968045414),61.74207306,1039950.9
POINT (615310.0641410993 5470787.146381031),62.2181282,1039964.391
POINT (615297.4635078191 5470782.324746002),62.41976929,1039977.883
POINT (615284.8628531946 5470777.503140326),62.4106102,1039991.374
POINT (615272.262177224 5470772.681564006),62.91032028,1040004.866
POINT (615259.6614799112 5470767.86001704),62.70277405,1040018.358
POINT (615247.0607612543 5470763.038499431),62.8220253,1040031.849
POINT (615234.4600212515 5470758.217011176),62.58816147,1040045.341
POINT (615221.8592599065 5470753.395552273),62.6586113,1040058.833
POINT (615209.2584772174 5470748.574122728),62.81454849,1040072.324
POINT (615196.6576731827 5470743.752722536),63.0905304,1040085.816
POINT (615184.0568478059 5470738.931351701),63.32094955,1040099.308
POINT (615171.4560010852 5470734.11001022),63.28427124,1040112.8
POINT (615158.8551330208 5470729.288698093),63.3922348,1040126.291
POINT (615146.2542436107 5470724.467415322),63.3680954,1040139.783
POINT (615133.6533328587 5470719.646161905),63.39858627,1040153.275
POINT (615121.0524007631 5470714.824937845),63.39489365,1040166.767
POINT (615108.4514473219 5470710.003743139),63.55155945,1040180.258
POINT (615095.8504725391 5470705.182577786),63.6869278,1040193.75
POINT (615083.2494764127 5470700.361441791),64.30111694,1040207.242
POINT (615070.6484589409 5470695.540335149),64.17799377,1040220.734
POINT (615058.0474201274 5470690.719257862),64.24925995,1040234.226
POINT (615045.4463599687 5470685.898209931),64.60262299,1040247.717
POINT (615032.8452784686 5470681.077191356),64.56459808,1040261.209
POINT (615020.2441756249 5470676.256202136),64.57971954,1040274.701
POINT (615007.6430514362 5470671.435242269),64.46409607,1040288.193
POINT (614995.0419059079 5470666.614311757),64.4871521,1040301.685
POINT (614982.4407390327 5470661.793410602),64.6296463,1040315.177
POINT (614969.8395508162 5470656.972538802),64.41840363,1040328.669
POINT (614957.2383412565 5470652.151696356),64.83280945,1040342.16
POINT (614944.6371103519 5470647.330883267),65.08743286,1040355.652
POINT (614932.0358581061 5470642.510099533),65.20546722,1040369.144
POINT (614919.4345845154 5470637.689345153),65.38729858,1040382.636
POINT (614906.8332895834 5470632.86862013),65.37257385,1040396.128
POINT (614894.2319733088 5470628.047924461),65.3249054,1040409.62
POINT (614881.6306356892 5470623.227258147),64.7360611,1040423.112
POINT (614869.0292767289 5470618.406621189),64.17370605,1040436.604
POINT (614856.4278964255 5470613.586013584),63.47045135,1040450.096
POINT (614843.8264947776 5470608.765435338),62.86561966,1040463.588
POINT (614831.2250717888 5470603.944886445),62.45118713,1040477.08
POINT (614818.6236274574 5470599.124366909),61.34034729,1040490.572
POINT (614806.0221617816 5470594.303876728),60.23444748,1040504.064
POINT (614793.4206747648 5470589.483415902),59.07709885,1040517.556
POINT (614780.8191664056 5470584.66298443),58.51771927,1040531.048
POINT (614770.9885656467 5470571.888507314),58.31522369,1040547.218
