geometry,elevation,chainage
POINT (630503.2496499266 5490138.790015746),743.1398315,1008521.605
POINT (630500.9693921079 5490119.203592968),740.5396118,1008541.324
POINT (630498.689113325 5490099.617171986),736.8831177,1008561.043
POINT (630496.4088135796 5490080.0307528),734.2404175,1008580.761
POINT (630494.1284928736 5490060.444335409),735.069458,1008600.48
POINT (630484.4041441607 5490049.922156702),739.8768311,1008615.928
POINT (630472.5987559442 5490041.933951018),746.4007568,1008630.182
POINT (630460.7933334266 5490033.945771617),752.1010742,1008644.436
POINT (630448.9878766061 5490025.957618497),754.7593384,1008658.69
POINT (630438.1584806561 5490015.728549634),756.8978882,1008673.835
POINT (630428.7306917015 5490002.281557855),757.8516846,1008690.257
POINT (630419.3028547432 5489988.834583467),757.468811,1008706.68
POINT (630412.2738028024 5489973.036830656),754.8487549,1008724.349
POINT (630408.4999553009 5489954.049032391),752.3325195,1008743.708
POINT (630404.7260772856 5489935.06123772),751.9801636,1008763.067
POINT (630400.9521687566 5489916.073446644),750.4024658,1008782.426
POINT (630397.1782297161 5489897.085659162),749.2293701,1008801.785
POINT (630393.4042601603 5489878.097875274),748.7097778,1008821.145
POINT (630389.6302600913 5489859.11009498),747.9799805,1008840.504
POINT (630385.8562295109 5489840.122318279),746.5109863,1008859.863
POINT (630382.0821684157 5489821.134545173),746.6264648,1008879.222
POINT (630378.3080768075 5489802.146775662),747.8102417,1008898.582
POINT (630374.5339546883 5489783.159009745),745.7490234,1008917.941
POINT (630370.7598020546 5489764.171247422),745.30896,1008937.3
POINT (630366.9856189084 5489745.183488692),747.1923218,1008956.659
POINT (630363.2114052495 5489726.195733557),744.5925903,1008976.018
POINT (630359.4371610784 5489707.207982018),742.7280273,1008995.378
POINT (630355.6628863969 5489688.220234071),741.7993774,1009014.737
POINT (630351.8885812012 5489669.232489718),742.1292114,1009034.096
POINT (630348.1142454937 5489650.24474896),742.0703735,1009053.455
POINT (630344.339879274 5489631.257011797),745.1264038,1009072.815
POINT (630340.5654825426 5489612.269278228),744.9674072,1009092.174
POINT (630336.7910553014 5489593.281548254),746.1887817,1009111.533
POINT (630333.0165975468 5489574.293821875),746.8603516,1009130.892
POINT (630329.2421092805 5489555.306099088),747.5690308,1009150.251
POINT (630325.4675905049 5489536.318379898),746.8695679,1009169.611
POINT (630321.693041216 5489517.3306643),744.2098389,1009188.97
POINT (630317.918461416 5489498.342952299),741.7575684,1009208.329
POINT (630314.143851107 5489479.35524389),738.902771,1009227.688
POINT (630310.3692102849 5489460.367539077),737.7697754,1009247.048
POINT (630306.5945389522 5489441.379837858),736.1317749,1009266.407
POINT (630302.8198371087 5489422.392140234),733.6196289,1009285.766
POINT (630297.00893066 5489404.755313229),731.0599976,1009304.354
POINT (630290.9439262981 5489387.287043443),730.0999756,1009322.845
POINT (630284.8788796954 5489369.818781527),729.7485962,1009341.336
POINT (630278.8137908489 5489352.350527478),729.0701904,1009359.827
POINT (630272.7486597601 5489334.882281299),729.2304077,1009378.319
POINT (630265.9243587172 5489318.232636205),730.3504028,1009396.377
POINT (630257.4408452492 5489303.372138519),731.2088013,1009413.488
POINT (630248.9572834404 5489288.511655164),731.1502075,1009430.6
POINT (630240.4736732908 5489273.651186141),733.3963013,1009447.711
POINT (630231.9900147986 5489258.790731451),730.5509644,1009464.823
POINT (630225.5403574978 5489241.671741059),728.6096191,1009483.123
POINT (630219.1526409097 5489224.483933797),728.9511719,1009501.46
POINT (630212.7648808202 5489207.296135151),728.1813354,1009519.796
POINT (630206.3770772293 5489190.108345121),727.9278564,1009538.132
POINT (630199.9892301372 5489172.920563707),725.8419189,1009556.469
POINT (630193.6013395442 5489155.732790908),725.7015381,1009574.805
POINT (630185.4618240726 5489140.431884761),724.0476074,1009592.141
POINT (630177.2692790779 5489125.188065328),721.9934692,1009609.447
POINT (630169.0766860031 5489109.944259348),721.8493042,1009626.753
POINT (630160.8840448502 5489094.700466814),720.8057861,1009644.059
POINT (630152.6913556212 5489079.45668773),720.5695801,1009661.365
POINT (630144.4986183125 5489064.212922097),719.9675293,1009678.671
POINT (630136.305832928 5489048.969169914),719.4296265,1009695.976
POINT (630128.1129994644 5489033.725431179),721.2293701,1009713.282
POINT (630120.9927394968 5489017.395565519),721.0205688,1009731.17
POINT (630115.2797446385 5488999.640663801),718.3288574,1009749.822
POINT (630109.5667090475 5488981.885769177),716.2589722,1009768.473
POINT (630103.8536327276 5488964.130881643),715.0703735,1009787.124
POINT (630098.1405156755 5488946.376001203),714.4980469,1009805.776
POINT (630092.4273578947 5488928.621127851),715.2949219,1009824.427
POINT (630086.7141593818 5488910.866261593),713.7486572,1009843.079
POINT (630081.0009201407 5488893.111402429),713.0192261,1009861.73
POINT (630075.2876401696 5488875.356550354),712.7197266,1009880.382
POINT (630069.5743194668 5488857.601705371),712.7895508,1009899.033
POINT (630063.8609580363 5488839.84686748),713.710022,1009917.685
POINT (630058.1475558743 5488822.092036683),716.4448853,1009936.336
POINT (630052.4341129847 5488804.337212976),715.7581787,1009954.987
POINT (630046.7206293641 5488786.582396363),715.8639526,1009973.639
POINT (630041.0007181619 5488768.832733908),714.352356,1009992.287
POINT (630035.0123456907 5488751.299394368),709.1502075,1010010.815
POINT (630029.023931304 5488733.76606252),708.0092163,1010029.343
POINT (630023.035475004 5488716.232738367),707.5200195,1010047.871
POINT (630017.0469767906 5488698.699421909),705.6885986,1010066.399
POINT (630011.0584366643 5488681.166113142),706.1430664,1010084.926
POINT (630005.0698546269 5488663.63281207),705.9866333,1010103.454
POINT (629999.0812306748 5488646.099518691),707.5029297,1010121.982
POINT (629993.0925648101 5488628.566233005),707.6697388,1010140.51
POINT (629987.1038570346 5488611.032955013),706.7415771,1010159.038
POINT (629981.115107345 5488593.499684717),704.6799316,1010177.566
POINT (629975.1263157432 5488575.966422111),705.321106,1010196.093
POINT (629969.1374822294 5488558.433167202),704.6693726,1010214.621
POINT (629962.9233842111 5488541.104030566),703.359375,1010233.037
POINT (629956.0542849756 5488524.368465553),703.4151611,1010251.128
POINT (629949.1851405886 5488507.632910334),702.9217529,1010269.218
POINT (629942.3159510556 5488490.897364909),702.5162964,1010287.309
POINT (629935.4467163772 5488474.161829277),701.3096313,1010305.399
POINT (629928.5774365496 5488457.426303442),702.0100098,1010323.489
POINT (629921.7081115749 5488440.690787399),701.3894043,1010341.58
POINT (629914.8387414531 5488423.955281151),702.2692261,1010359.67
POINT (629907.9693261846 5488407.219784697),701.1768188,1010377.761
POINT (629901.0998657693 5488390.484298036),699.8480835,1010395.851
POINT (629894.2303602076 5488373.748821172),700.9659424,1010413.942
POINT (629886.9538788567 5488357.433455205),701.3898315,1010431.807
POINT (629879.6284677399 5488341.168565677),701.3210449,1010449.646
POINT (629872.3030101808 5488324.903687134),705.6517944,1010467.484
POINT (629864.9775061759 5488308.638819576),705.1551514,1010485.322
POINT (629857.651955729 5488292.373963007),705.0400391,1010503.161
POINT (629851.3022494896 5488275.349933092),707.4138794,1010521.423
POINT (629847.3846744972 5488256.4338289),705.9553833,1010540.74
POINT (629843.4670681696 5488237.517728514),700.902832,1010560.058
POINT (629839.5494305051 5488218.601631934),697.9234619,1010579.375
POINT (629835.6317615077 5488199.68553916),696.9588013,1010598.693
POINT (629832.6874809305 5488180.419232445),694.2310791,1010618.222
POINT (629831.2040917978 5488160.627319714),691.7302246,1010638.07
POINT (629829.7206872307 5488140.835408143),687.2221069,1010657.917
POINT (629828.2372672294 5488121.043497731),685.024292,1010677.765
POINT (629826.753831792 5488101.251588477),681.362915,1010697.612
POINT (629825.2703809221 5488081.459680385),681.0187378,1010717.459
POINT (629823.7869146181 5488061.667773452),680.9702759,1010737.307
POINT (629822.3034328801 5488041.875867677),680.5010376,1010757.154
POINT (629820.8199357078 5488022.083963064),679.4381714,1010777.002
POINT (629819.3364231017 5488002.292059611),677.6013794,1010796.849
POINT (629817.8528950616 5487982.500157316),676.4297485,1010816.697
POINT (629816.3693515875 5487962.708256182),675.3488159,1010836.544
POINT (629814.8857926796 5487942.916356208),677.3621826,1010856.392
POINT (629812.787372672 5487923.427867015),677.8887329,1010876.061
POINT (629806.9043598198 5487905.806961335),678.3878174,1010894.638
POINT (629801.0213055137 5487888.186063114),675.5933228,1010913.215
POINT (629795.1382097537 5487870.565172346),672.586792,1010931.793
POINT (629789.2550725398 5487852.944289039),674.3572388,1010950.37
POINT (629780.1151914726 5487839.089227962),676.0909424,1010966.996
POINT (629770.8316457038 5487825.400251492),677.9290161,1010983.536
POINT (629761.5480517587 5487811.71129191),680.842041,1011000.076
POINT (629752.2644096393 5487798.022349218),674.848877,1011016.616
POINT (629742.9807193459 5487784.333423416),686.9441528,1011033.156
POINT (629733.6969808801 5487770.644514502),689.0396118,1011049.696
POINT (629730.3072505523 5487752.006292704),684.9866333,1011068.904
POINT (629728.0594678612 5487732.409143638),676.395813,1011088.63
POINT (629725.8116644737 5487712.811996337),680.5006714,1011108.356
POINT (629723.5638403841 5487693.214850801),679.7645264,1011128.081
POINT (629721.3159955946 5487673.617707028),676.3546143,1011147.807
POINT (629719.068130107 5487654.020565021),674.8647461,1011167.533
POINT (629716.8202439175 5487634.423424778),675.2564087,1011187.258
POINT (629714.5723370283 5487614.826286299),674.3031006,1011206.984
POINT (629712.3244094393 5487595.229149586),671.7139893,1011226.709
POINT (629710.0764611507 5487575.632014635),673.5308228,1011246.435
POINT (629707.8284921643 5487556.034881449),673.0332642,1011266.161
POINT (629705.5805024765 5487536.437750028),673.1899414,1011285.886
POINT (629703.3324920894 5487516.840620371),670.6356812,1011305.612
POINT (629700.1498162923 5487497.60879521),666.461792,1011325.118
POINT (629696.4894526321 5487478.563664842),659.2487183,1011344.512
POINT (629692.8290591866 5487459.518537901),660.2611084,1011363.905
POINT (629689.1686359541 5487440.473414387),666.6419678,1011383.299
POINT (629686.3550224372 5487421.427631351),665.7965698,1011402.705
POINT (629690.5252225465 5487402.376384354),663.8491211,1011422.207
POINT (629694.695447571 5487383.325140577),660.7114868,1011441.709
POINT (629698.8656975067 5487364.273900018),655.4693604,1011461.212
POINT (629699.2830708917 5487345.328100748),653.4361572,1011480.604
POINT (629695.1807442444 5487326.509286198),650.8589478,1011499.865
POINT (629691.0783851952 5487307.690475737),646.8878174,1011519.126
POINT (629686.9759937478 5487288.871669368),647.0783081,1011538.387
POINT (629685.3664473364 5487269.116470496),646.5540771,1011558.211
POINT (629683.8184271904 5487249.338155787),644.7005005,1011578.05
POINT (629682.2703911654 5487229.559842283),643.3375244,1011597.889
POINT (629680.7223392649 5487209.78152998),642.8384399,1011617.728
POINT (629679.1742714855 5487190.003218878),642.8201904,1011637.567
POINT (629677.6261878309 5487170.224908981),641.2553711,1011657.405
POINT (629676.0780882993 5487150.446600285),641.2662964,1011677.244
POINT (629674.5299728888 5487130.668292793),641.2322388,1011697.083
POINT (629672.9818416033 5487110.889986504),646.3461914,1011716.922
POINT (629671.6574442775 5487091.077787817),651.4663696,1011736.783
POINT (629671.1931874867 5487071.135294328),651.3375854,1011756.731
POINT (629670.7289225515 5487051.192801517),647.7207642,1011776.679
POINT (629670.2646494738 5487031.250309384),649.1035156,1011796.627
POINT (629671.1303961352 5487011.453048984),650.8463745,1011816.51
POINT (629673.9639885146 5486991.870665951),651.6558228,1011836.296
POINT (629676.7975967086 5486972.288284598),654.4962158,1011856.082
POINT (629679.6312207155 5486952.705904928),653.1655884,1011875.869
POINT (629682.4648605387 5486933.123526941),652.9667358,1011895.655
POINT (629685.2985161765 5486913.541150635),656.3161621,1011915.441
POINT (629688.1321876287 5486893.958776009),654.6569824,1011935.228
POINT (629690.9658748951 5486874.376403068),651.7965698,1011955.014
POINT (629693.7995779759 5486854.794031808),650.3860474,1011974.8
POINT (629698.3756339602 5486836.091282581),651.8282471,1011994.115
POINT (629704.0788684349 5486817.957579905),651.2776489,1012013.124
POINT (629709.7821371269 5486799.823883021),653.586853,1012032.134
POINT (629715.4854400324 5486781.690191931),651.0592041,1012051.143
POINT (629721.188777155 5486763.556506637),646.6295776,1012070.153
POINT (629726.892148491 5486745.422827134),642.2873535,1012089.162
POINT (629732.5955540418 5486727.289153425),642.5258179,1012108.172
POINT (629738.2989938075 5486709.15548551),643.1464233,1012127.181
POINT (629744.0024677881 5486691.021823389),642.59375,1012146.19
POINT (629749.705975985 5486672.888167062),644.0945435,1012165.2
POINT (629755.4095183945 5486654.754516527),645.578186,1012184.209
POINT (629761.1130950184 5486636.620871787),649.5065918,1012203.219
POINT (629766.8167058566 5486618.487232841),646.7605591,1012222.228
POINT (629772.5203509087 5486600.353599689),648.107605,1012241.238
POINT (629778.2240301766 5486582.219972329),649.9769897,1012260.247
POINT (629783.9277436566 5486564.086350762),651.2989502,1012279.257
POINT (629789.631491352 5486545.952734993),653.4371948,1012298.266
POINT (629799.3293370397 5486532.963331906),651.0698242,1012314.756
POINT (629810.040932622 5486521.279563625),647.6088257,1012330.607
POINT (629820.7525733004 5486509.595815799),642.6013794,1012346.458
POINT (629827.6041824972 5486492.448747835),644.5770264,1012364.95
POINT (629834.3536459452 5486475.157060547),645.6390381,1012383.513
POINT (629841.4688625735 5486458.33192678),642.9789429,1012401.843
POINT (629851.3831168409 5486445.077517989),640.5505981,1012418.395
POINT (629857.6131334165 5486427.525252189),638.0688477,1012437.11
POINT (629863.3898133351 5486409.444115317),633.4927979,1012456.092
POINT (629869.1665278625 5486391.36298438),629.7016602,1012475.073
POINT (629874.9432770042 5486373.281859382),628.0872192,1012494.055
POINT (629880.7200607582 5486355.200740322),625.052002,1012513.036
POINT (629886.4968791242 5486337.119627198),623.0778198,1012532.018
POINT (629892.2737321005 5486319.038520012),624.2678223,1012550.999
POINT (629898.0506196904 5486300.957418764),623.9279785,1012569.981
POINT (629903.8275418921 5486282.876323453),622.4907837,1012588.962
